00VD               20250212                                                                                   
0601VDC8N       20250101001475100000005000 0800000000001017   
0601VDC8N       20250101001480100000005000 0800000000001021   
0601VDC8N       20250101001485100000005000 0800000000001025   
0601VDC8N       20250101001490100000005000 0800000000001028   
0601VDC8N       20250101001495100000005000 0800000000001033   
0601VDC8N       20250101001500100000005000 0800000000001035   
0601VDC8N       20250101001505100000005000 0800000000001040   
0601VDC8N       20250101001510100000005000 0800000000001042   
0601VDC8N       20250101001515100000005000 0800000000001046   
0601VDC8N       20250101001520100000005000 0800000000001049   
0601VDC8N       20250101001525100000005000 0800000000001053   
0601VDC8N       20250101001530100000005000 0800000000001058   
0601VDC8N       20250101001535100000005000 0800000000001060   
0601VDC8N       20250101001540100000005000 0800000000001064   
0601VDC8N       20250101001545100000005000 0800000000001067   
0601VDC8N       20250101001550100000005000 0800000000001071   
0601VDC8N       20250101001555100000005000 0800000000001074   
0601VDC8N       20250101001560100000005000 0800000000001078   
0601VDC8N       20250101001565100000005000 0800000000001081   
0601VDC8N       20250101001570100000005000 0800000000001085   
0601VDC8N       20250101001575100000005000 0800000000001088   
0601VDC8N       20250101001580100000005000 0800000000001092   
0601VDC8N       20250101001585100000005000 0800000000001094   
0601VDC8N       20250101001590100000005000 0800000000001098   
0601VDC8N       20250101001595100000005000 0800000000001102   
0601VDC8N       20250101001600100000005000 0800000000001105   
0601VDC8N       20250101001605100000005000 0800000000001108   
0601VDC8N       20250101001610100000005000 0800000000001112   
0601VDC8N       20250101001615100000005000 0800000000001115   
0601VDC8N       20250101001620100000005000 0800000000001119   
0601VDC8N       20250101001625100000005000 0800000000001123   
0601VDC8N       20250101001630100000005000 0800000000001126   
0601VDC8N       20250101001635100000005000 0800000000001129   
0601VDC8N       20250101001640100000005000 0800000000001133   
0601VDC8N       20250101001645100000005000 0800000000001136   
0601VDC8N       20250101001650100000005000 0800000000001140   
0601VDC8N       20250101001655100000005000 0800000000001144   
0601VDC8N       20250101001660100000005000 0800000000001146   
0601VDC8N       20250101001665100000005000 0800000000001150   
0601VDC8N       20250101001670100000005000 0800000000001153   
0601VDC8N       20250101001675100000005000 0800000000001157   
0601VDC8N       20250101001680100000005000 0800000000001160   
0601VDC8N       20250101001685100000005000 0800000000001163   
0601VDC8N       20250101001690100000005000 0800000000001167   
0601VDC8N       20250101001695100000005000 0800000000001170   
0601VDC8N       20250101001700100000005000 0800000000001174   
0601VDC8N       20250101001705100000005000 0800000000001177   
0601VDC8N       20250101001710100000005000 0800000000001181   
0601VDC8N       20250101001715100000005000 0800000000001184   
0601VDC8N       20250101001720100000005000 0800000000001188   
0601VDC8N       20250101001725100000005000 0800000000001192   
0601VDC8N       20250101001730100000005000 0800000000001195   
0601VDC8N       20250101001735100000005000 0800000000001199   
0601VDC8N       20250101001740100000005000 0800000000001202   
0601VDC8N       20250101001745100000005000 0800000000001206   
0601VDC8N       20250101001750100000005000 0800000000001209   
0601VDC8N       20250101001755100000005000 0800000000001213   
0601VDC8N       20250101001760100000005000 0800000000001216   
0601VDC8N       20250101001765100000005000 0800000000001220   
0601VDC8N       20250101001770100000005000 0800000000001223   
0601VDC8N       20250101001775100000005000 0800000000001228   
0601VDC8N       20250101001780100000005000 0800000000001231   
0601VDC8N       20250101001785100000005000 0800000000001234   
0601VDC8N       20250101001790100000005000 0800000000001240   
0601VDC8N       20250101001795100000005000 0800000000001244   
0601VDC8N       20250101001800100000005000 0800000000001246   
0601VDC8N       20250101001805100000005000 0800000000001252   
0601VDC8N       20250101001810100000005000 0800000000001254   
0601VDC8N       20250101001815100000005000 0800000000001259   
0601VDC8N       20250101001820100000005000 0800000000001263   
0601VDC8N       20250101001825100000005000 0800000000001268   
0601VDC8N       20250101001830100000005000 0800000000001270   
0601VDC8N       20250101001835100000005000 0800000000001276   
0601VDC8N       20250101001840100000005000 0800000000001279   
0601VDC8N       20250101001845100000005000 0800000000001282   
0601VDC8N       20250101001850100000005000 0800000000001286   
0601VDC8N       20250101001855100000005000 0800000000001290   
0601VDC8N       20250101001860100000005000 0800000000001292   
0601VDC8N       20250101001865100000005000 0800000000001297   
0601VDC8N       20250101001870100000005000 0800000000001301   
0601VDC8N       20250101001875100000005000 0800000000001304   
0601VDC8N       20250101001880100000005000 0800000000001308   
0601VDC8N       20250101001885100000005000 0800000000001311   
0601VDC8N       20250101001890100000005000 0800000000001316   
0601VDC8N       20250101001895100000005000 0800000000001319   
0601VDC8N       20250101001900100000005000 0800000000001322   
0601VDC8N       20250101001905100000005000 0800000000001326   
0601VDC8N       20250101001910100000005000 0800000000001329   
0601VDC8N       20250101001915100000005000 0800000000001333   
0601VDC8N       20250101001920100000005000 0800000000001337   
0601VDC8N       20250101001925100000005000 0800000000001340   
0601VDC8N       20250101001930100000005000 0800000000001343   
0601VDC8N       20250101001935100000005000 0800000000001346   
0601VDC8N       20250101001940100000005000 0800000000001350   
0601VDC8N       20250101001945100000005000 0800000000001354   
0601VDC8N       20250101001950100000005000 0800000000001357   
0601VDC8N       20250101001955100000005000 0800000000001361   
0601VDC8N       20250101001960100000005000 0800000000001364   
0601VDC8N       20250101001965100000005000 0800000000001367   
0601VDC8N       20250101001970100000005000 0800000000001370   
0601VDC8N       20250101001975100000005000 0800000000001374   
0601VDC8N       20250101001980100000005000 0800000000001377   
0601VDC8N       20250101001985100000005000 0800000000001380   
0601VDC8N       20250101001990100000005000 0800000000001384   
0601VDC8N       20250101001995100000005000 0800000000001387   
0601VDC8N       20250101002000100000050000 0800000000001403   
0601VDC8N       20250101002050100000050000 0800000000001439   
0601VDC8N       20250101002100100000050000 0800000000001470   
0601VDC8N       20250101002150100000050000 0800000000001500   
0601VDC8N       20250101002200100000050000 0800000000001529   
0601VDC8N       20250101002250100000050000 0800000000001556   
0601VDC8N       20250101002300100000050000 0800000000001584   
0601VDC8N       20250101002350100000050000 0800000000001610   
0601VDC8N       20250101002400100000050000 0800000000001634   
0601VDC8N       20250101002450100000050000 0800000000001658   
0601VDC8N       20250101002500100000050000 0800000000001681   
0601VDC8N       20250101002550100000050000 0800000000001703   
0601VDC8N       20250101002600100000050000 0800000000001725   
0601VDC8N       20250101002650100000050000 0800000000001745   
0601VDC8N       20250101002700100000050000 0800000000001766   
0601VDC8N       20250101002750100000050000 0800000000001784   
0601VDC8N       20250101002800100000050000 0800000000001804   
0601VDC8N       20250101002850100000050000 0800000000001821   
0601VDC8N       20250101002900100000050000 0800000000001839   
0601VDC8N       20250101002950100000050000 0800000000001859   
0601VDC8N       20250101003000100000050000 0800000000001878   
0601VDC8N       20250101003050100000050000 0800000000001896   
0601VDC8N       20250101003100100000050000 0800000000001914   
0601VDC8N       20250101003150100000050000 0800000000001932   
0601VDC8N       20250101003200100000050000 0800000000001949   
0601VDC8N       20250101003250100000050000 0800000000001965   
0601VDC8N       20250101003300100000050000 0800000000001981   
0601VDC8N       20250101003350100000050000 0800000000002001   
0601VDC8N       20250101003400100000050000 0800000000002030   
0601VDC8N       20250101003450100000050000 0800000000002058   
0601VDC8N       20250101003500100000050000 0800000000002084   
0601VDC8N       20250101003550100000050000 0800000000002114   
0601VDC8N       20250101003600100000050000 0800000000002144   
0601VDC8N       20250101003650100000050000 0800000000002171   
0601VDC8N       20250101003700100000050000 0800000000002197   
0601VDC8N       20250101003750100000050000 0800000000002220   
0601VDC8N       20250101003800100000050000 0800000000002246   
0601VDC8N       20250101003850100000050000 0800000000002274   
0601VDC8N       20250101003900100000050000 0800000000002301   
0601VDC8N       20250101003950100000050000 0800000000002325   
0601VDC8N       20250101004000100000050000 0800000000002349   
0601VDC8N       20250101004050100000050000 0800000000002371   
0601VDC8N       20250101004100100000050000 0800000000002395   
0601VDC8N       20250101004150100000050000 0800000000002419   
0601VDC8N       20250101004200100000050000 0800000000002440   
0601VDC8N       20250101004250100000050000 0800000000002462   
0601VDC8N       20250101004300100000050000 0800000000002483   
0601VDC8N       20250101004350100000050000 0800000000002501   
0601VDC8N       20250101004400100000050000 0800000000002520   
0601VDC8N       20250101004450100000050000 0800000000002538   
0601VDC8N       20250101004500100000050000 0800000000002555   
0601VDC8N       20250101004550100000050000 0800000000002574   
0601VDC8N       20250101004600100000050000 0800000000002593   
0601VDC8N       20250101004650100000050000 0800000000002610   
0601VDC8N       20250101004700100000050000 0800000000002627   
0601VDC8N       20250101004750100000050000 0800000000002643   
0601VDC8N       20250101004800100000050000 0800000000002659   
0601VDC8N       20250101004850100000050000 0800000000002674   
0601VDC8N       20250101004900100000050000 0800000000002689   
0601VDC8N       20250101004950100000050000 0800000000002702   
0601VDC8N       20250101005000100000050000 0800000000002718   
0601VDC8N       20250101005050100000050000 0800000000002733   
0601VDC8N       20250101005100100000050000 0800000000002748   
0601VDC8N       20250101005150100000050000 0800000000002762   
0601VDC8N       20250101005200100000050000 0800000000002776   
0601VDC8N       20250101005250100000050000 0800000000002790   
0601VDC8N       20250101005300100000050000 0800000000002803   
0601VDC8N       20250101005350100000050000 0800000000002816   
0601VDC8N       20250101005400100000050000 0800000000002828   
0601VDC8N       20250101005450100000050000 0800000000002840   
0601VDC8N       20250101005500100000050000 0800000000002852   
0601VDC8N       20250101005550100000050000 0800000000002865   
0601VDC8N       20250101005600100000050000 0800000000002877   
